text	perspective_Gold	content_Gold	position_Gold	perspective_ChatGPT	content_ChatGPT	position_ChatGPT	content_LlamaChinese	position_LlamaChinese	perspective_LlamaChinese	content_Llama3	position_Llama3	perspective_Llama3
因今日同杨四前去贺喜，比不得出局堂差，所以珠光绕鬓，翠色盈头；钗环镂凤，钏镯盘龙；罗衫叠雪，绣凝冰。裙迷蛱蝶，亭亭如玉树临风；鞋配鸳鸯，步步若金莲贴地。虽不及沉鱼落雁之容，也算得闭月羞花之貌。昔人有一首七言绝句，独赞黛玉的姿色。其诗曰：p_s桃腮杏脸面芙蓉，色艳如花香更浓。安得驻颜丹一服，百年永见此娇容。p_e这首诗大有深意，为因佳人美貌，不过数十青春，那有百年不变之理？朱颜绿鬓，一变而为鹤发鸡皮，令人不堪回首，徒兴老大之嗟。即如现在之黛玉，何等美貌，何等娇容，姊妹行中，可称魁首；及至在杨家不安于室，重堕风尘，蹉跎岁月，虽改名叫“胡宝玉”，声名浩大，妇孺皆知，然忽忽过了三四十年，为着生性贪淫，到老仍是个娼妓，岂不可惜可叹？	narrator	scene	middle	narrator	character portraiture	middle	plot	middle	character	commentary	middle	narrator
厢房之内，靠墙摆一只紫檀十景嵌石烟榻，靠窗放一只八仙花梨方台，其余是茶几、单靠，件件耀目增光，纤尘不染。墙上均挂着名人书画、大着衣镜，毫无半些儿俗气，真不啻琼宫贝阙，令人目眩神迷。故当时有一首诗，单赞宝玉房中的奢华为他处所不及，其诗曰：p_s寻访迷香洞里花，依稀金谷斗繁华。问谁艳福能消受？得入神仙富贵家。p_e卧房后面，虽说是小房间，也也缕金错翠，点缀得甚是精雅。况洞窗望去，即是三马路，又可以游目骋怀，神怡心旷，还疑别有洞天。可见一样的房屋，只要粉饰装潢，便觉有异常光彩，照耀眼帘。宝玉善于修饰，性好奢华，所以不惜资本，造成这花花世界，使人到此乐而忘返。	narrator	scene	middle	character	character portraiture	middle	plot	end	narrator	commentary	middle	narrator
故不论富商贵介，均在船上摆酒，一样请客叫局，热闹得了不得。笙歌彻夜，弦管连宵，比苏州的热水船、秦淮河的荡湖船更胜十倍。我记得昔人有首诗，单赞珠江风月的美景，其诗云：p_s夕阳萧鼓木兰舟，西舫东船笑语稠。待到满江明月上，画中人在镜中收。”p_e绥之正讲得高兴，忽听楼下连声“客来！”知是士诚等一班原约的朋友到了。二人即忙出房招接，果是士诚与张、李、王三位客人，阿金陪着上楼，彼此招呼，让进房中请坐。宝玉一一应酬了几句。	narrator	commentary	middle	narrator	scene	middle	plot	beginning	narrator	commentary	middle	narrator
绥之听了，犹如得着将军令一般，唯唯答应。要晓得今夜的情景，两人怎样的同睡，怎样的恩爱，怎样的欢娱，谅看官们都是内家，想也想得出，描也描得出，不须在下细说了。昔笔花生有一首七言律句，单志今夜两人之事，其诗曰：p_s绥绥喜得一雄狐，似漆如胶兴不孤。戏水鸳鸯空羡慕，穿花蝴蝶假欢娱。帐中春色销金锁，枕上恩情宝玉呼。禁锢经年从此始，庐山面目忽然无。p_e一宵已过，又到来朝，云雨初收，日光照槛。两人在枕上唧唧哝哝，讲了一回亲热的话，方各起身梳洗。等到午餐之后，无非游园、坐马车，以及看戏、吃大菜诸类。一连住了半月，那一天，绥之接读家报，悉母亲病重，叫他速回广东。	narrator	commentary	middle	character	character portraiture	middle	plot	beginning	narrator	commentary	middle	narrator
更换已毕，又在官箱内取出金表、多宝串两件，挂在翡翠钮扣上面，方对那大着衣镜照了一照，正不愧有倾国倾城之貌。谁知一念贪淫，沉沦欲海，悠悠忽忽，过了二三十年，把那西子、王嫱，变成了无盐、嫫母，依然身无归着，不堪回想当年，漫说红颜薄命，也是他自作自受，为妓女贪淫之恶果。故惜红生有诗叹之曰：p_s怪他底事太风骚，漫诩今朝意气高。富等烟云容易散，花经霜雪不坚牢。鸳盟屡背思淫佚，狐媚偏工爱侈豪。直到徐娘年老后，纵知忏悔亦徒劳。p_e此诗说尽宝玉终身，现在且慢细表。仍说宝玉对镜照毕，听报时钟已敲两下。楼下的相帮上来说：“马车已经来了，停在门前伺候。”宝玉即同阿金下楼，移步至门首上车，见那车用新式皮篷，绣花坐褥，果然比众不同。上面坐着两个马夫，一色新鲜的号衣，在彼时已算极考究的了。	narrator	character portraiture	end	character	character portraiture	middle	plot	beginning	narrator	commentary	middle	narrator
扮着丫头模样，穿一件湖色绣花小袖袄，外罩大红金绣马甲，束着一条绣花茶绿汗巾，桃红绣花裤儿，周身又嵌着水钻小镜子，在那电灯之下，越显得光华夺目，百媚千娇。宝玉见了，犹如《西厢记》所云“眼花撩乱口难言，魂灵儿飞至半天”了。又听十三旦唱的是梆子调，清音激越，高遏行云，不同凡响，更令宝玉如醉如痴，十分羡慕，真不愧为超等名角。前人有一首诗，深赞十三旦的美貌，其诗曰：p_s天然绰约美丰姿，能使狂蜂浪蝶痴。貌似莲花花解语，迷离那得辨雄雌？p_e又赞其唱工之佳，也有七绝一章，诗曰： 珠喉一串胜莺啼，月殿曾闻曲咏霓。台上几声如裂帛，令人哀感使人迷。可见十三旦色艺双佳，无怪宝玉动心。	narrator	scene	end	character	character portraiture	middle	plot	middle	character	commentary	middle	narrator
又赞其唱工之佳，也有七绝一章，诗曰：p_s珠喉一串胜莺啼，月殿曾闻曲咏霓。台上几声如裂帛，令人哀感使人迷。p_e可见十三旦色艺双佳，无怪宝玉动心。正是：孽债重重还不尽，情思脉脉总难抛。不知宝玉与十三旦可能成其美事，且看下回接谈。	narrator	scene	middle	character	character portraiture	middle	commentary	middle	character	commentary	end	narrator
我若曲為隱諱，則前集姘月山、月樓等事也可不載，然胡寶玉的淫賤怎能顯得出呢？如此一想，卻又不能不載。載而勿詳，並非我做書的偷懶，諒看官們也原宥的。話休煩冗。且说此时宝玉与十三旦两情爱悦，饮酒开怀，挑灯叙话。少停鸳鸯作对，蝴蝶成双，已遂于飞之愿，得聊并蒂之欢。有诗为证：p_s今宵狐兔喜相逢，共上巫山十二峰。好梦难长嫌夜短，醒来空自两情浓。p_e一宵晚景已过，两人醒来，不觉日上三竿，钟敲十下。在枕上喁喁私语，无非是海誓山盟。但十三旦聪明伶俐，颇有深心，虽与宝玉交好，却有许多话儿不肯明言，因未知宝玉的情义，故仅用些柔媚工夫，试探他平日行为，可称得宝玉的敌手。	narrator	scene	middle	narrator	plot	middle	commentary	middle	character	commentary	middle	narrator
宝玉同阿金走上大厅，见厅上挂灯结彩，宾客满堂，一排的酒席，约有二十余桌，均已坐满，都在那里饮酒猜拳，欢呼调笑；旁侧坐着许多北里姊妹，有的高唱京腔，有的低奏昆曲，调丝弄竹，如入东山之宅。有一首七言律句，以志当日之盛。诗曰：p_s金屋修成贮阿娇，银河今夕鹊填桥。樽开北海宾朋满，乐奏东山粉黛邀。大白狂飞花侑酒，小红低唱客吹箫。庆余堂上群芳集，事羡当平艳福消。p_e其时宝玉已到厅上，一望之间，正不知士诚坐在那里。幸得阿金眼快，用手向西边一指，说道：“胡大少坐勒格搭呀！”于是双双走至西边。士诚也看见了，招呼宝玉坐在肩下。	narrator	commentary	middle	narrator	scene	middle	plot	beginning	narrator	commentary	middle	narrator
盖其情其事，与宝玉不同。宝玉之嫁而复出，因自己贪淫所致，否则与杨四白首齐眉，其后福正未可量；不比黛云红颜薄命，一旦大厦倾颓，失其庇护，不得已重坠孽海，怅名花之遭劫，恨流水之无情，固不得与宝玉相提并论。昔护花生有诗惜之曰：p_s自古红颜薄命多，名花无主奈如何？天心未厌风尘苦，复使美人受折磨。p_e此段情节，与宝玉无关紧要，恕不详述。仍说当晚宝玉在厅前侑酒，偶然抬起头来，见梁上的堂名匾叫做“庆余堂”，心中甚是羡慕，暗想：“我也改姓了胡，何弗也叫做‘庆余堂’呢？”此时心里虽在那里妄想，嘴里却与士诚调笑。	narrator	scene	middle	narrator	commentary	middle	commentary	middle	narrator	commentary	middle	narrator
伯锡又要接嘴，被铭树拉了一拉，低声说道：“你休要多讲了，别人不当你哑巴的。你看芷翁在那里想念头，不要扰了他的诗兴。我劝你静一静心，也把那首诗想想罢。”伯锡点点头，也就默然不语了。 斯时，芷泉略略推敲，即便磨墨伸纸，下笔成诗，不让曹子建七步之才。写毕递与大众观看。芸帆用手接过，省得众人争取，遂朗诵道：p_s春水船如天上游，！娥今夕启琼楼。蓝桥有路何须问？定许裴航玉杵投。p_e众人听了赞不绝口，都说：“芷翁佳作，贴定月舫，一句移不到别处，不愧是老斫轮手，我们该各贺一杯。”芷泉略略谦逊，也陪饮了一杯。芸帆道：“我也诌成了四句，要想及他，则万万不能了。”众人晓得他的诗才，与芷泉不相上下，故均说“请教请教”。	character	scene	middle	character	scene	middle	commentary	beginning	narrator	commentary	middle	narrator
众人听了赞不绝口，都说：“芷翁佳作，贴定月舫，一句移不到别处，不愧是老斫轮手，我们该各贺一杯。”芷泉略略谦逊，也陪饮了一杯。芸帆道：“我也诌成了四句，要想及他，则万万不能了。”众人晓得他的诗才，与芷泉不相上下，故均说“请教请教”。芸帆取过纸笔，一挥而就，并不递与众人传观，自己高声吟道：p_s银河耿耿客乘槎，误入蟾宫折桂花。羡煞吴郎修艳福，月中居住便为家。p_e吟毕，芷泉先大赞道：“芸兄这首诗，细腻熨贴，蕴藉风流，胜我多多矣，各宜贺两杯。”众人亦拍手赞美，与芸帆挂了两杯红。芸帆饮讫，芝云也交卷了。众人正要细视，被芸帆夺在手中，说道：“一客不烦二主，我来念罢。	character	scene	middle	character	scene	middle	commentary	beginning	character	commentary	middle	character
众人亦拍手赞美，与芸帆挂了两杯红。芸帆饮讫，芝云也交卷了。众人正要细视，被芸帆夺在手中，说道：“一客不烦二主，我来念罢。待卷子交齐，我们再细细品评，方分优劣呢。”众人称善。芸帆乃念道：p_s珠宫蕊阙仰琼霄，欲伴嫦娥解寂寥。碧海三千舟可渡，何须乌鹊复填桥？p_e芷泉等众人也赞了一声好，均说后二句有潇洒出尘之致，亦各贺了一杯酒。芸帆见鲁卿等尚不交卷，正要催促，忽然腹痛起来，两手捧着。鲁卿道：“芸兄你好一回没吃烟，只怕烟瘾来了，你快些去呼几筒罢。我们几人的诗，还须想一想，方能完卷呢。”	character	scene	middle	character	scene	middle	plot	middle	narrator	commentary	middle	character
其时芸帆过足了瘾，仍旧起身入席。祥甫问道：“黑饭已饱吗？”芸帆道：“吃饱了。你这对联的句子，我已听得，虽甚自然，我还要请你做两句‘凤顶’方才称月舫的心呢。”祥甫唯唯。芸帆又向鲁卿等催诗，见铭树与其仁俱已做好，将两张吟笺交与芸帆。芸帆先念铭树的诗道：p_s自知明月是前身，小谪风尘几十春。安得仍归天上去，早乘宝筏渡迷津。p_e又念其仁的诗道：三五元宵会素娥，兰舟风送渡银河。奚愁一水盈盈隔，妒煞双星别恨多。芸帆念毕，芷泉道：“二兄佳作，各有擅长：一则觉迷醒世，一则风雅宜人，皆与泛赋‘月舫’者不同，理宜赏鉴，各饮两杯。”忙得月舫、大姐等筛酒不迭。众人畅饮欢呼，又将上来的菜大嚼了一回。 	character	scene	middle	character	character portraiture	middle	plot	middle	character	commentary	middle	character
其时芸帆过足了瘾，仍旧起身入席。祥甫问道：“黑饭已饱吗？”芸帆道：“吃饱了。你这对联的句子，我已听得，虽甚自然，我还要请你做两句‘凤顶’方才称月舫的心呢。”祥甫唯唯。芸帆又向鲁卿等催诗，见铭树与其仁俱已做好，将两张吟笺交与芸帆。芸帆先念铭树的诗道：自知明月是前身，小谪风尘几十春。安得仍归天上去，早乘宝筏渡迷津。又念其仁的诗道：p_s三五元宵会素娥，兰舟风送渡银河。奚愁一水盈盈隔，妒煞双星别恨多。p_e芸帆念毕，芷泉道：“二兄佳作，各有擅长：一则觉迷醒世，一则风雅宜人，皆与泛赋‘月舫’者不同，理宜赏鉴，各饮两杯。”忙得月舫、大姐等筛酒不迭。众人畅饮欢呼，又将上来的菜大嚼了一回。 	character	scene	middle	character	scene	middle	plot	middle	character	commentary	middle	narrator
